Sp_7	Res_2	1.0	consumes
Sp_7	Res_3	1.0	releases
Sp_7	Res_3	1.0	consumes
Sp_7	Res_5	1.0	consumes
Sp_7	Res_6	1.0	releases
Sp_7	Res_6	1.0	consumes
Sp_7	Res_15	1.0	releases
Sp_7	Res_15	1.0	consumes
Sp_7	Res_17	1.0	releases
Sp_7	Res_17	1.0	consumes
Sp_7	Res_18	1.0	releases
Sp_7	Res_18	1.0	consumes
Sp_8	Res_1	1.0	releases
Sp_8	Res_1	1.0	consumes
Sp_8	Res_4	1.0	releases
Sp_8	Res_4	1.0	consumes
Sp_8	Res_5	1.0	consumes
Sp_8	Res_8	1.0	releases
Sp_8	Res_8	1.0	consumes
Sp_8	Res_12	1.0	releases
Sp_8	Res_12	1.0	consumes
Sp_8	Res_13	1.0	releases
Sp_8	Res_13	1.0	consumes
Sp_8	Res_18	1.0	releases
Sp_9	Res_1	1.0	releases
Sp_9	Res_1	1.0	consumes
Sp_9	Res_3	1.0	releases
Sp_9	Res_3	1.0	consumes
Sp_9	Res_5	1.0	consumes
Sp_9	Res_6	1.0	releases
Sp_9	Res_6	1.0	consumes
Sp_9	Res_10	1.0	releases
Sp_9	Res_10	1.0	consumes
Sp_9	Res_13	1.0	releases
Sp_9	Res_14	1.0	consumes
Sp_10	Res_6	1.0	releases
Sp_10	Res_6	1.0	consumes
Sp_10	Res_11	1.0	releases
Sp_10	Res_11	1.0	consumes
Sp_10	Res_12	1.0	releases
Sp_10	Res_12	1.0	consumes
Sp_10	Res_16	1.0	releases
Sp_10	Res_16	1.0	consumes
Sp_10	Res_18	1.0	releases
Sp_10	Res_18	1.0	consumes
Sp_10	Res_22	1.0	releases
Sp_10	Res_22	1.0	consumes
Sp_11	Res_1	1.0	releases
Sp_11	Res_1	1.0	consumes
Sp_11	Res_3	1.0	releases
Sp_11	Res_3	1.0	consumes
Sp_11	Res_5	1.0	releases
Sp_11	Res_5	1.0	consumes
Sp_11	Res_9	1.0	releases
Sp_11	Res_9	1.0	consumes
Sp_11	Res_18	1.0	consumes
Sp_11	Res_23	1.0	releases
Sp_11	Res_23	1.0	consumes
Sp_12	Res_1	1.0	releases
Sp_12	Res_1	1.0	consumes
Sp_12	Res_3	1.0	releases
Sp_12	Res_3	1.0	consumes
Sp_12	Res_4	1.0	releases
Sp_12	Res_4	1.0	consumes
Sp_12	Res_5	1.0	releases
Sp_12	Res_5	1.0	consumes
Sp_12	Res_13	1.0	consumes
Sp_12	Res_14	1.0	releases
Sp_12	Res_15	1.0	releases
Sp_12	Res_15	1.0	consumes
Sp_13	Res_3	1.0	releases
Sp_13	Res_3	1.0	consumes
Sp_13	Res_6	1.0	releases
Sp_13	Res_6	1.0	consumes
Sp_13	Res_9	1.0	releases
Sp_13	Res_9	1.0	consumes
Sp_13	Res_14	1.0	releases
Sp_13	Res_16	1.0	releases
Sp_13	Res_16	1.0	consumes
Sp_13	Res_18	1.0	releases
Sp_13	Res_23	1.0	releases
Sp_13	Res_23	1.0	consumes
Sp_14	Res_1	1.0	releases
Sp_14	Res_1	1.0	consumes
Sp_14	Res_7	1.0	consumes
Sp_14	Res_9	1.0	releases
Sp_14	Res_9	1.0	consumes
Sp_14	Res_22	1.0	releases
Sp_14	Res_22	1.0	consumes
Sp_14	Res_23	1.0	releases
Sp_14	Res_23	1.0	consumes
Sp_15	Res_7	1.0	releases
Sp_15	Res_8	1.0	releases
Sp_15	Res_8	1.0	consumes
Sp_15	Res_10	1.0	releases
Sp_15	Res_10	1.0	consumes
Sp_15	Res_13	1.0	releases
Sp_15	Res_13	1.0	consumes
Sp_15	Res_16	1.0	releases
Sp_15	Res_16	1.0	consumes
Sp_15	Res_24	1.0	releases
Sp_15	Res_24	1.0	consumes
Sp_16	Res_4	1.0	releases
Sp_16	Res_4	1.0	consumes
Sp_16	Res_13	1.0	releases
Sp_16	Res_13	1.0	consumes
Sp_16	Res_16	1.0	releases
Sp_16	Res_16	1.0	consumes
Sp_16	Res_18	1.0	consumes
Sp_16	Res_20	1.0	releases
Sp_16	Res_20	1.0	consumes
Sp_17	Res_5	1.0	releases
Sp_17	Res_6	1.0	releases
Sp_17	Res_6	1.0	consumes
Sp_17	Res_8	1.0	releases
Sp_17	Res_8	1.0	consumes
Sp_17	Res_12	1.0	releases
Sp_17	Res_12	1.0	consumes
Sp_17	Res_15	1.0	releases
Sp_17	Res_15	1.0	consumes
Sp_17	Res_18	1.0	consumes
Sp_18	Res_1	1.0	releases
Sp_18	Res_1	1.0	consumes
Sp_18	Res_3	1.0	releases
Sp_18	Res_4	1.0	releases
Sp_18	Res_4	1.0	consumes
Sp_18	Res_5	1.0	releases
Sp_18	Res_7	1.0	releases
Sp_18	Res_12	1.0	releases
Sp_18	Res_12	1.0	consumes
Sp_18	Res_13	1.0	releases
Sp_18	Res_15	1.0	releases
Sp_18	Res_15	1.0	consumes
Sp_18	Res_21	1.0	releases
Sp_18	Res_21	1.0	consumes
Sp_19	Res_2	1.0	releases
Sp_19	Res_2	1.0	consumes
Sp_19	Res_3	1.0	releases
Sp_19	Res_5	1.0	releases
Sp_19	Res_5	1.0	consumes
Sp_19	Res_7	1.0	releases
Sp_19	Res_7	1.0	consumes
Sp_19	Res_14	1.0	releases
Sp_19	Res_19	1.0	releases
Sp_19	Res_19	1.0	consumes
Sp_19	Res_20	1.0	releases
Sp_19	Res_20	1.0	consumes
Sp_20	Res_7	1.0	releases
Sp_20	Res_8	1.0	releases
Sp_20	Res_8	1.0	consumes
Sp_20	Res_14	1.0	consumes
Sp_20	Res_19	1.0	releases
Sp_20	Res_19	1.0	consumes
Sp_20	Res_20	1.0	releases
Sp_20	Res_20	1.0	consumes
Sp_20	Res_23	1.0	releases
Sp_20	Res_23	1.0	consumes
Sp_21	Res_2	1.0	releases
Sp_21	Res_2	1.0	consumes
Sp_21	Res_9	1.0	releases
Sp_21	Res_9	1.0	consumes
Sp_21	Res_10	1.0	releases
Sp_21	Res_10	1.0	consumes
Sp_21	Res_20	1.0	releases
Sp_21	Res_20	1.0	consumes
Sp_21	Res_24	1.0	releases
Sp_21	Res_24	1.0	consumes
Sp_22	Res_3	1.0	consumes
Sp_22	Res_7	1.0	consumes
Sp_22	Res_14	1.0	consumes
Sp_22	Res_15	1.0	releases
Sp_22	Res_15	1.0	consumes
Sp_22	Res_25	1.0	releases
Sp_22	Res_25	1.0	consumes
Sp_23	Res_2	1.0	releases
Sp_23	Res_2	1.0	consumes
Sp_23	Res_4	1.0	releases
Sp_23	Res_4	1.0	consumes
Sp_23	Res_7	1.0	releases
Sp_23	Res_9	1.0	releases
Sp_23	Res_9	1.0	consumes
Sp_23	Res_14	1.0	consumes
Sp_23	Res_25	1.0	releases
Sp_23	Res_25	1.0	consumes
Sp_24	Res_7	1.0	consumes
Sp_24	Res_8	1.0	releases
Sp_24	Res_8	1.0	consumes
Sp_24	Res_20	1.0	releases
Sp_24	Res_20	1.0	consumes
Sp_24	Res_24	1.0	releases
Sp_24	Res_24	1.0	consumes
Sp_25	Res_3	1.0	releases
Sp_25	Res_7	1.0	releases
Sp_25	Res_11	1.0	releases
Sp_25	Res_11	1.0	consumes
Sp_25	Res_14	1.0	releases
Sp_25	Res_17	1.0	releases
Sp_25	Res_17	1.0	consumes
Sp_25	Res_25	1.0	releases
Sp_25	Res_25	1.0	consumes
